p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
2.3199132434166003e-16,2.27676037905324,0.283,0.1,3.18152902202152e-12,2,TPST2
3.25639441077697e-26,2.18891731705844,0.401,0.134,4.465819294939539e-22,2,HLA-DRB1
7.68513210120619e-21,2.09891738449576,0.329,0.112,1.05393901635942e-16,2,SAMD3
2.3379143636536702e-45,2.00341613766165,0.57,0.173,3.20621575831464e-41,2,LYAR
1.6282920851387e-25,2.00318493109962,0.519,0.247,2.23303976555922e-21,2,HLA-DPB1
4.02124555071216e-19,1.94265468415462,0.295,0.094,5.5147361482466605e-15,2,CHST12
4.78914932108408e-21,1.89203477181694,0.367,0.135,6.567839378934711e-17,2,MYO1F
4.02198444428089e-16,1.86417618053015,0.308,0.116,5.51574946688681e-12,2,C12orf75
5.68091134065222e-18,1.83065576639732,0.253,0.073,7.79080181257045e-14,2,APMAP
8.50797988378115e-08,1.78915470165262,0.35,0.218,0.0011667843612617,2,C9orf142
6.964499183899111e-31,1.77185216772407,0.586,0.284,9.55111418079924e-27,2,GZMM
